mh_value,mh_level,granularity,granularity_label,scope_id,dataset_name,combined_f1,combined_g_mean,training_time_sec,best_threshold,best_config_key,n_estimators,max_samples,max_features,contamination,summary_path
25,mh25,by_competitor,By competitor,COUNTRY_1/B2B/COMPETITOR_1_COUNTRY_1_2026-02-08,COMPETITOR_1_COUNTRY_1,0.7756184998424203,0.9334123490752844,0.261721,0.48000000000000004,if__contamination_auto__max_features_0p5__max_samples_512__n_estimators_100,100.0,512.0,0.5,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_competitor\COUNTRY_1_B2B_COMPETITOR_1_COUNTRY_1_2026-02-08\if\summary.json
25,mh25,by_competitor,By competitor,COUNTRY_1/B2C/COMPETITOR_2_COUNTRY_1_2026-02-08,COMPETITOR_2_COUNTRY_1,0.6036706345041709,0.8974261817952667,5.988875,0.36,if__contamination_auto__max_features_0p75__max_samples_256__n_estimators_200,200.0,256.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_competitor\COUNTRY_1_B2C_COMPETITOR_2_COUNTRY_1_2026-02-08\if\summary.json
25,mh25,by_competitor,By competitor,COUNTRY_1/B2C/COMPETITOR_3_COUNTRY_1_2026-02-08,COMPETITOR_3_COUNTRY_1,0.6990047233468285,0.923583446988145,0.219605,0.36,if__contamination_auto__max_features_0p5__max_samples_256__n_estimators_200,200.0,256.0,0.5,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_competitor\COUNTRY_1_B2C_COMPETITOR_3_COUNTRY_1_2026-02-08\if\summary.json
25,mh25,by_competitor,By competitor,COUNTRY_2/B2B/COMPETITOR_1_COUNTRY_2_2026-02-08,COMPETITOR_1_COUNTRY_2,0.7390100475938657,0.9357032836997259,2.423008,0.42000000000000004,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_200,200.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_competitor\COUNTRY_2_B2B_COMPETITOR_1_COUNTRY_2_2026-02-08\if\summary.json
25,mh25,by_competitor,By competitor,COUNTRY_2/B2C/COMPETITOR_2_COUNTRY_2_2026-02-08,COMPETITOR_2_COUNTRY_2,0.65826862452813,0.9178177800906455,2.207217,0.36,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_100,100.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_competitor\COUNTRY_2_B2C_COMPETITOR_2_COUNTRY_2_2026-02-08\if\summary.json
25,mh25,by_competitor,By competitor,COUNTRY_2/B2C/COMPETITOR_3_COUNTRY_2_2026-02-08,COMPETITOR_3_COUNTRY_2,0.6812594945449524,0.8881639209648022,0.10917,0.42000000000000004,if__contamination_auto__max_features_0p5__max_samples_256__n_estimators_100,100.0,256.0,0.5,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_competitor\COUNTRY_2_B2C_COMPETITOR_3_COUNTRY_2_2026-02-08\if\summary.json
25,mh25,by_competitor,By competitor,COUNTRY_3/B2B/COMPETITOR_1_COUNTRY_3_2026-02-08,COMPETITOR_1_COUNTRY_3,0.6577629429368779,0.9174139441071445,2.004955,0.36,if__contamination_auto__max_features_0p5__max_samples_256__n_estimators_100,100.0,256.0,0.5,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_competitor\COUNTRY_3_B2B_COMPETITOR_1_COUNTRY_3_2026-02-08\if\summary.json
25,mh25,by_competitor,By competitor,COUNTRY_3/B2C/COMPETITOR_2_COUNTRY_3_2026-02-08,COMPETITOR_2_COUNTRY_3,0.6393591995023121,0.9048582834135115,3.270846,0.3,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_100,100.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_competitor\COUNTRY_3_B2C_COMPETITOR_2_COUNTRY_3_2026-02-08\if\summary.json
25,mh25,by_competitor,By competitor,COUNTRY_3/B2C/COMPETITOR_3_COUNTRY_3_2026-02-08,COMPETITOR_3_COUNTRY_3,0.6973222563361627,0.9126317245795589,0.195398,0.3,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_100,100.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_competitor\COUNTRY_3_B2C_COMPETITOR_3_COUNTRY_3_2026-02-08\if\summary.json
25,mh25,by_competitor,By competitor,COUNTRY_4/B2B/COMPETITOR_1_COUNTRY_4_2026-02-08,COMPETITOR_1_COUNTRY_4,0.6793963240514316,0.9312418410945937,1.182959,0.36,if__contamination_auto__max_features_0p75__max_samples_256__n_estimators_200,200.0,256.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_competitor\COUNTRY_4_B2B_COMPETITOR_1_COUNTRY_4_2026-02-08\if\summary.json
25,mh25,by_competitor,By competitor,COUNTRY_4/B2C/COMPETITOR_2_COUNTRY_4_2026-02-08,COMPETITOR_2_COUNTRY_4,0.6576957115105109,0.9191002289343437,6.722818,0.36,if__contamination_auto__max_features_0p75__max_samples_256__n_estimators_200,200.0,256.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_competitor\COUNTRY_4_B2C_COMPETITOR_2_COUNTRY_4_2026-02-08\if\summary.json
30,mh30,by_competitor,By competitor,COUNTRY_1/B2B/COMPETITOR_1_COUNTRY_1_2026-02-08,COMPETITOR_1_COUNTRY_1,0.6754274353876739,0.9252657137235957,0.4811,0.42000000000000004,if__contamination_auto__max_features_0p5__max_samples_512__n_estimators_200,200.0,512.0,0.5,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_competitor\COUNTRY_1_B2B_COMPETITOR_1_COUNTRY_1_2026-02-08\if\summary.json
30,mh30,by_competitor,By competitor,COUNTRY_1/B2C/COMPETITOR_2_COUNTRY_1_2026-02-08,COMPETITOR_2_COUNTRY_1,0.5948843757973901,0.897318591387712,4.793883,0.36,if__contamination_auto__max_features_0p75__max_samples_256__n_estimators_200,200.0,256.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_competitor\COUNTRY_1_B2C_COMPETITOR_2_COUNTRY_1_2026-02-08\if\summary.json
30,mh30,by_competitor,By competitor,COUNTRY_1/B2C/COMPETITOR_3_COUNTRY_1_2026-02-08,COMPETITOR_3_COUNTRY_1,1.0,1.0,0.199685,0.54,if__contamination_auto__max_features_1__max_samples_512__n_estimators_200,200.0,512.0,1.0,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_competitor\COUNTRY_1_B2C_COMPETITOR_3_COUNTRY_1_2026-02-08\if\summary.json
30,mh30,by_competitor,By competitor,COUNTRY_2/B2B/COMPETITOR_1_COUNTRY_2_2026-02-08,COMPETITOR_1_COUNTRY_2,0.6995726840753692,0.9256293792321592,1.022628,0.42000000000000004,if__contamination_auto__max_features_0p5__max_samples_512__n_estimators_100,100.0,512.0,0.5,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_competitor\COUNTRY_2_B2B_COMPETITOR_1_COUNTRY_2_2026-02-08\if\summary.json
30,mh30,by_competitor,By competitor,COUNTRY_2/B2C/COMPETITOR_2_COUNTRY_2_2026-02-08,COMPETITOR_2_COUNTRY_2,0.6422061467735003,0.9106600545845779,3.882213,0.36,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_200,200.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_competitor\COUNTRY_2_B2C_COMPETITOR_2_COUNTRY_2_2026-02-08\if\summary.json
30,mh30,by_competitor,By competitor,COUNTRY_2/B2C/COMPETITOR_3_COUNTRY_2_2026-02-08,COMPETITOR_3_COUNTRY_2,0.7027007232445298,0.8962540794396728,0.10221,0.54,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_100,100.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_competitor\COUNTRY_2_B2C_COMPETITOR_3_COUNTRY_2_2026-02-08\if\summary.json
30,mh30,by_competitor,By competitor,COUNTRY_3/B2B/COMPETITOR_1_COUNTRY_3_2026-02-08,COMPETITOR_1_COUNTRY_3,0.6652293637884495,0.9179127144712201,3.636862,0.36,if__contamination_auto__max_features_0p75__max_samples_256__n_estimators_200,200.0,256.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_competitor\COUNTRY_3_B2B_COMPETITOR_1_COUNTRY_3_2026-02-08\if\summary.json
30,mh30,by_competitor,By competitor,COUNTRY_3/B2C/COMPETITOR_2_COUNTRY_3_2026-02-08,COMPETITOR_2_COUNTRY_3,0.694469580201778,0.9057912362834997,2.49934,0.36,if__contamination_auto__max_features_0p5__max_samples_512__n_estimators_100,100.0,512.0,0.5,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_competitor\COUNTRY_3_B2C_COMPETITOR_2_COUNTRY_3_2026-02-08\if\summary.json
30,mh30,by_competitor,By competitor,COUNTRY_3/B2C/COMPETITOR_3_COUNTRY_3_2026-02-08,COMPETITOR_3_COUNTRY_3,0.6856617647058825,0.9140396714009542,0.10437,0.48000000000000004,if__contamination_auto__max_features_0p5__max_samples_256__n_estimators_100,100.0,256.0,0.5,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_competitor\COUNTRY_3_B2C_COMPETITOR_3_COUNTRY_3_2026-02-08\if\summary.json
30,mh30,by_competitor,By competitor,COUNTRY_4/B2B/COMPETITOR_1_COUNTRY_4_2026-02-08,COMPETITOR_1_COUNTRY_4,0.7199725777837126,0.9366399883238206,0.975377,0.36,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_200,200.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_competitor\COUNTRY_4_B2B_COMPETITOR_1_COUNTRY_4_2026-02-08\if\summary.json
30,mh30,by_competitor,By competitor,COUNTRY_4/B2C/COMPETITOR_2_COUNTRY_4_2026-02-08,COMPETITOR_2_COUNTRY_4,0.652302382621239,0.9179795509421959,5.554623,0.36,if__contamination_auto__max_features_0p75__max_samples_256__n_estimators_200,200.0,256.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_competitor\COUNTRY_4_B2C_COMPETITOR_2_COUNTRY_4_2026-02-08\if\summary.json
5,mh5,by_country,By country,COUNTRY_1/COUNTRY_1_2026-02-08,COUNTRY_1,0.5231963051305881,0.8324583659384774,11.917138,0.3,if__contamination_auto__max_features_0p5__max_samples_512__n_estimators_100,100.0,512.0,0.5,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh5\by_country\COUNTRY_1_COUNTRY_1_2026-02-08\if\summary.json
5,mh5,by_country,By country,COUNTRY_2/COUNTRY_2_2026-02-08,COUNTRY_2,0.6034632075138755,0.8558412610477524,10.534684,0.3,if__contamination_auto__max_features_1__max_samples_256__n_estimators_200,200.0,256.0,1.0,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh5\by_country\COUNTRY_2_COUNTRY_2_2026-02-08\if\summary.json
5,mh5,by_country,By country,COUNTRY_3/COUNTRY_3_2026-02-08,COUNTRY_3,0.600274282591477,0.8655696280751497,30.206014,0.3,if__contamination_auto__max_features_0p75__max_samples_256__n_estimators_200,200.0,256.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh5\by_country\COUNTRY_3_COUNTRY_3_2026-02-08\if\summary.json
5,mh5,by_country,By country,COUNTRY_4/COUNTRY_4_2026-02-08,COUNTRY_4,0.5861025313087094,0.8947499117642643,10.02752,0.3,if__contamination_auto__max_features_0p75__max_samples_256__n_estimators_200,200.0,256.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh5\by_country\COUNTRY_4_COUNTRY_4_2026-02-08\if\summary.json
10,mh10,by_country,By country,COUNTRY_1/COUNTRY_1_2026-02-08,COUNTRY_1,0.5155642157797472,0.8347503024182193,12.419697,0.3,if__contamination_auto__max_features_0p5__max_samples_256__n_estimators_100,100.0,256.0,0.5,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh10\by_country\COUNTRY_1_COUNTRY_1_2026-02-08\if\summary.json
10,mh10,by_country,By country,COUNTRY_2/COUNTRY_2_2026-02-08,COUNTRY_2,0.6214987287649195,0.8703578040946306,8.690028,0.3,if__contamination_auto__max_features_0p5__max_samples_256__n_estimators_100,100.0,256.0,0.5,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh10\by_country\COUNTRY_2_COUNTRY_2_2026-02-08\if\summary.json
10,mh10,by_country,By country,COUNTRY_3/COUNTRY_3_2026-02-08,COUNTRY_3,0.6305911633906494,0.8814774825586329,26.482816,0.3,if__contamination_auto__max_features_0p75__max_samples_256__n_estimators_200,200.0,256.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh10\by_country\COUNTRY_3_COUNTRY_3_2026-02-08\if\summary.json
10,mh10,by_country,By country,COUNTRY_4/COUNTRY_4_2026-02-08,COUNTRY_4,0.6919300006460453,0.9182322424325419,5.633269,0.36,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_100,100.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh10\by_country\COUNTRY_4_COUNTRY_4_2026-02-08\if\summary.json
15,mh15,by_country,By country,COUNTRY_1/COUNTRY_1_2026-02-08,COUNTRY_1,0.5697947969886926,0.8374059142001679,13.048665,0.3,if__contamination_auto__max_features_1__max_samples_512__n_estimators_200,200.0,512.0,1.0,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh15\by_country\COUNTRY_1_COUNTRY_1_2026-02-08\if\summary.json
15,mh15,by_country,By country,COUNTRY_2/COUNTRY_2_2026-02-08,COUNTRY_2,0.6062727269809673,0.8754669073630628,13.973478,0.3,if__contamination_auto__max_features_0p75__max_samples_256__n_estimators_200,200.0,256.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh15\by_country\COUNTRY_2_COUNTRY_2_2026-02-08\if\summary.json
15,mh15,by_country,By country,COUNTRY_3/COUNTRY_3_2026-02-08,COUNTRY_3,0.6161220749072884,0.8882217103809978,18.797821,0.3,if__contamination_auto__max_features_0p75__max_samples_256__n_estimators_200,200.0,256.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh15\by_country\COUNTRY_3_COUNTRY_3_2026-02-08\if\summary.json
15,mh15,by_country,By country,COUNTRY_4/COUNTRY_4_2026-02-08,COUNTRY_4,0.7249631337839171,0.9302520151755538,4.806432,0.36,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_100,100.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh15\by_country\COUNTRY_4_COUNTRY_4_2026-02-08\if\summary.json
20,mh20,by_country,By country,COUNTRY_1/COUNTRY_1_2026-02-08,COUNTRY_1,0.5292109820650446,0.8423498346195368,11.876109,0.3,if__contamination_auto__max_features_0p75__max_samples_256__n_estimators_200,200.0,256.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh20\by_country\COUNTRY_1_COUNTRY_1_2026-02-08\if\summary.json
20,mh20,by_country,By country,COUNTRY_2/COUNTRY_2_2026-02-08,COUNTRY_2,0.616097140032413,0.9055435291009615,4.050908,0.36,if__contamination_auto__max_features_0p5__max_samples_256__n_estimators_100,100.0,256.0,0.5,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh20\by_country\COUNTRY_2_COUNTRY_2_2026-02-08\if\summary.json
20,mh20,by_country,By country,COUNTRY_3/COUNTRY_3_2026-02-08,COUNTRY_3,0.6402630685354009,0.8903058139001025,7.113468,0.3,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_100,100.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh20\by_country\COUNTRY_3_COUNTRY_3_2026-02-08\if\summary.json
20,mh20,by_country,By country,COUNTRY_4/COUNTRY_4_2026-02-08,COUNTRY_4,0.6952670914668864,0.9264442053355112,4.823566,0.36,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_100,100.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh20\by_country\COUNTRY_4_COUNTRY_4_2026-02-08\if\summary.json
25,mh25,by_country,By country,COUNTRY_1/COUNTRY_1_2026-02-08,COUNTRY_1,0.6000385793582352,0.8896335803285116,6.314535,0.36,if__contamination_auto__max_features_0p75__max_samples_256__n_estimators_200,200.0,256.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_country\COUNTRY_1_COUNTRY_1_2026-02-08\if\summary.json
25,mh25,by_country,By country,COUNTRY_2/COUNTRY_2_2026-02-08,COUNTRY_2,0.6603398960656518,0.916721154319881,2.118937,0.36,if__contamination_auto__max_features_1__max_samples_256__n_estimators_100,100.0,256.0,1.0,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_country\COUNTRY_2_COUNTRY_2_2026-02-08\if\summary.json
25,mh25,by_country,By country,COUNTRY_3/COUNTRY_3_2026-02-08,COUNTRY_3,0.6449029569194344,0.9167491525923643,12.458797,0.3,if__contamination_auto__max_features_0p75__max_samples_256__n_estimators_200,200.0,256.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_country\COUNTRY_3_COUNTRY_3_2026-02-08\if\summary.json
25,mh25,by_country,By country,COUNTRY_4/COUNTRY_4_2026-02-08,COUNTRY_4,0.7055087183669145,0.9302638423336156,4.366048,0.36,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_100,100.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\by_country\COUNTRY_4_COUNTRY_4_2026-02-08\if\summary.json
30,mh30,by_country,By country,COUNTRY_1/COUNTRY_1_2026-02-08,COUNTRY_1,0.6263084284459834,0.8926754010916249,3.016449,0.36,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_100,100.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_country\COUNTRY_1_COUNTRY_1_2026-02-08\if\summary.json
30,mh30,by_country,By country,COUNTRY_2/COUNTRY_2_2026-02-08,COUNTRY_2,0.6772467676400568,0.9219121919569963,5.832766,0.36,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_200,200.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_country\COUNTRY_2_COUNTRY_2_2026-02-08\if\summary.json
30,mh30,by_country,By country,COUNTRY_3/COUNTRY_3_2026-02-08,COUNTRY_3,0.6288805880390991,0.9126122193997233,4.420552,0.3,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_100,100.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_country\COUNTRY_3_COUNTRY_3_2026-02-08\if\summary.json
30,mh30,by_country,By country,COUNTRY_4/COUNTRY_4_2026-02-08,COUNTRY_4,0.7191355495987248,0.9326684369075307,3.171111,0.36,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_100,100.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\by_country\COUNTRY_4_COUNTRY_4_2026-02-08\if\summary.json
5,mh5,global,Global,GLOBAL_2026-02-08,GLOBAL,0.5711319434939917,0.8486036044980119,48.289223,0.3,if__contamination_auto__max_features_0p75__max_samples_256__n_estimators_100,100.0,256.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh5\global\GLOBAL_2026-02-08\if\summary.json
10,mh10,global,Global,GLOBAL_2026-02-08,GLOBAL,0.5997389664153789,0.8601774040565197,46.225151,0.3,if__contamination_auto__max_features_1__max_samples_256__n_estimators_200,200.0,256.0,1.0,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh10\global\GLOBAL_2026-02-08\if\summary.json
15,mh15,global,Global,GLOBAL_2026-02-08,GLOBAL,0.569079855665243,0.8592322510641142,27.535913,0.3,if__contamination_auto__max_features_0p5__max_samples_256__n_estimators_100,100.0,256.0,0.5,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh15\global\GLOBAL_2026-02-08\if\summary.json
20,mh20,global,Global,GLOBAL_2026-02-08,GLOBAL,0.561937935863579,0.8752158789605078,44.36354,0.3,if__contamination_auto__max_features_0p75__max_samples_256__n_estimators_200,200.0,256.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh20\global\GLOBAL_2026-02-08\if\summary.json
25,mh25,global,Global,GLOBAL_2026-02-08,GLOBAL,0.6259534096527484,0.9044290078959576,18.044048,0.3,if__contamination_auto__max_features_1__max_samples_256__n_estimators_200,200.0,256.0,1.0,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh25\global\GLOBAL_2026-02-08\if\summary.json
30,mh30,global,Global,GLOBAL_2026-02-08,GLOBAL,0.6326146450526466,0.910537577482613,25.670699,0.3,if__contamination_auto__max_features_0p75__max_samples_512__n_estimators_200,200.0,512.0,0.75,auto,C:\Users\Administrator\Desktop\dippa\src\results\tuning\forests\single_config_optimized_mh5_run\mh30\global\GLOBAL_2026-02-08\if\summary.json
